External ID,Name,Status,Last SO Create Date,Agency Region,County/Ward,Shipping Address,Phone,Day of Week,Monthly Options,Starting Time,Ending Time,By Appointment Only,Food Pantry Requirements,Date of Last Verification,Distribution Models,Food Format ,Additional Note on Hours of Operations
18706-PART-01,Freedom Way Missionary Baptist Church : Freedom Way Missionary Baptist Church,Active,8/21/2024,MD,MD Prince George's County,Attn: Freedom Way Missionary Baptist Church 1266 Benning Road Capitol Heights MD 20743,(301) 807-6912,As Needed,,1:00 PM,2:00 PM,Yes,"ID,Zip Code",10/19/2023,Walk up,Pre-bagged or boxed groceries,
19556-PART-01,Salvation Army (PW County) : Salvation Army  (PW County),Active,12/21/2024,VA,VA Prince William County,Attn: Salvation Army  (PW County) 1483 Old Bridge Road #102 Woodbridge VA 22192,(703) 580-8991,Wednesday,As Needed,10:00 AM,12:00 PM,No,ID,10/3/2024,,,Able to receive food every 30 days
19556-PART-01,Salvation Army (PW County) : Salvation Army  (PW County),Active,12/21/2024,VA,VA Prince William County,Attn: Salvation Army  (PW County) 1483 Old Bridge Road #102 Woodbridge VA 22192,(703) 580-8991,Monday,As Needed,10:00 AM,12:00 PM,No,ID,10/3/2024,,,Able to receive food every 30 days
22120-PART-01,Columbia Heights Village Tenant Association : Columbia Heights Village Tenant Association,Active,8/13/2024,DC,DC Ward 1,Attn: Columbia Heights Village Tenant Association 2900 14th Street NW Suite 110 Washington DC 20009,(202) 390-8580,As Needed,As Needed,8:00 AM,8:00 PM,Yes,"ID,Zip Code",10/19/2023,"Drive thru,Walk up","Pre-bagged or boxed groceries,Prepared meals",
19793-PART-01,"Ayuda, Inc. : Ayuda, Inc.",Active,2/5/2025,DC,DC Ward 2,Attn: Ayuda Inc. 1990 K St. NW Suite 500 Washington DC 20006,(703) 589-4204,Wednesday,3rd of the Month,9:00 AM,3:00 PM,No,ID,9/19/2024,Walk up,Loose groceries,
19313-PART-01,Sydenstricker UMC : Sydenstricker UMC,Active,2/26/2025,VA,VA Fairfax County,Attn: Sydenstricker UMC 8508 Hooes Road Springfield VA 22153,(571) 235-6048,Tuesday,2nd of the Month,3:00 PM,6:00 PM,No,,8/30/2024,Walk up,Loose groceries,You must be in line by 6:00 p.m. to receive food.
22288-PART-01,Mount Olive Baptist Church : Mount Olive Baptist Church,Active,2/26/2025,VA,VA Fairfax County,Attn: Mount Olive Baptist Church 6600 Old Centerville Rd n/a Centerville VA 20121,(703) 830-8769,Tuesday,2nd and 4th of the Month,1:00 PM,2:00 PM,No,,9/16/2024,,,
22288-PART-01,Mount Olive Baptist Church : Mount Olive Baptist Church,Active,2/26/2025,VA,VA Fairfax County,Attn: Mount Olive Baptist Church 6600 Old Centerville Rd n/a Centerville VA 20121,(703) 830-8769,Saturday,3rd of the Month,9:00 AM,10:00 AM,Yes,,9/16/2024,,,
22863-PART-01,St. John's Community Service Center : St. John's Community Service Center,Active,2/21/2025,VA,VA Fairfax County,Attn: St. John's Community Service Center 7611 Little River Turnpike Annandale VA 22003,(571) 283-9231,Monday,Every week,10:00 AM,4:00 PM,No,,10/4/2024,Walk up,,
22863-PART-01,St. John's Community Service Center : St. John's Community Service Center,Active,2/21/2025,VA,VA Fairfax County,Attn: St. John's Community Service Center 7611 Little River Turnpike Annandale VA 22003,(571) 283-9231,Tuesday,Every week,10:00 AM,4:00 PM,No,,10/4/2024,Walk up,,
22863-PART-01,St. John's Community Service Center : St. John's Community Service Center,Active,2/21/2025,VA,VA Fairfax County,Attn: St. John's Community Service Center 7611 Little River Turnpike Annandale VA 22003,(571) 283-9231,Wednesday,Every week,10:00 AM,1:00 PM,No,,10/4/2024,Walk up,,
22863-PART-01,St. John's Community Service Center : St. John's Community Service Center,Active,2/21/2025,VA,VA Fairfax County,Attn: St. John's Community Service Center 7611 Little River Turnpike Annandale VA 22003,(571) 283-9231,Thursday,Every week,10:00 AM,4:00 PM,No,,10/4/2024,Walk up,,
22863-PART-01,St. John's Community Service Center : St. John's Community Service Center,Active,2/21/2025,VA,VA Fairfax County,Attn: St. John's Community Service Center 7611 Little River Turnpike Annandale VA 22003,(571) 283-9231,Friday,Every week,10:00 AM,4:00 PM,No,,10/4/2024,Walk up,,
22863-PART-01,St. John's Community Service Center : St. John's Community Service Center,Active,2/21/2025,VA,VA Fairfax County,Attn: St. John's Community Service Center 7611 Little River Turnpike Annandale VA 22003,(571) 283-9231,Saturday,,As Needed,As Needed,Yes,,10/4/2024,,,
22731-PART-01,CFH Inc. : CFH Inc.,Active,2/22/2025,VA,VA City of Manassas,Attn: CFH Inc. 9021 Centreville Road Manassas VA 20110,(571) 201-6226,Tuesday,Every week,3:00 PM,5:00 PM,No,Zip Code,9/25/2024,Walk up,Loose groceries,For Residents of East End Mobile Home Park
22731-PART-01,CFH Inc. : CFH Inc.,Active,2/22/2025,VA,VA City of Manassas,Attn: CFH Inc. 9021 Centreville Road Manassas VA 20110,(571) 201-6226,Thursday,Every week,3:00 PM,5:00 PM,Yes,ID,9/25/2024,Walk up,,must call to make an appointment 571-201-6226
19227-PART-01,"Crowder Owen's Calvary Food Bank : Crowder Owens Calvary Food Bank (The Bishop Alfred A. Owens, Jr. Family Life CC)",Active,2/24/2025,DC,DC Ward 5,Attn: Crowder Owen's Calvary Food Bank 600 W Street NE Washington DC 20002,(202) 529-2299,Wednesday,Every week,12:00 PM,2:00 PM,No,,10/7/2024,Walk up,Loose groceries,
19227-PART-01,"Crowder Owen's Calvary Food Bank : Crowder Owens Calvary Food Bank (The Bishop Alfred A. Owens, Jr. Family Life CC)",Active,2/24/2025,DC,DC Ward 5,Attn: Crowder Owen's Calvary Food Bank 600 W Street NE Washington DC 20002,(202) 529-2299,Thursday,Every week,5:00 PM,7:00 PM,No,,10/7/2024,Walk up,Loose groceries,
15390-PART-02,Salvation Army : The Salvation Army - Sherman Ave,Active,2/25/2025,DC,DC Ward 1,Attn: Salvation Army- Sherman 3335 Sherman Ave. NW Washington DC 20010,(202) 829-0100,Friday,Every week,9:30 AM,1:30 PM,No,,10/12/2023,Walk up,Pre-bagged or boxed groceries,
19066-PART-01,Community Multi-Service : Community Multi-Service,Active,2/10/2025,DC,DC Ward 4,Community Multi-Service 6300 9th St NW  Washington DC  DC 20011,(301) 588-9280,Monday,Every week,9:00 AM,5:00 PM,No,,10/29/2024,,Prepared meals,
19066-PART-01,Community Multi-Service : Community Multi-Service,Active,2/10/2025,DC,DC Ward 4,Community Multi-Service 6300 9th St NW  Washington DC  DC 20011,(301) 588-9280,Tuesday,Every week,9:00 AM,5:00 PM,No,,10/29/2024,,Prepared meals,
19066-PART-01,Community Multi-Service : Community Multi-Service,Active,2/10/2025,DC,DC Ward 4,Community Multi-Service 6300 9th St NW  Washington DC  DC 20011,(301) 588-9280,Thursday,Every week,9:00 AM,5:00 PM,No,,10/29/2024,,Prepared meals,
19066-PART-01,Community Multi-Service : Community Multi-Service,Active,2/10/2025,DC,DC Ward 4,Community Multi-Service 6300 9th St NW  Washington DC  DC 20011,(301) 588-9280,Friday,Every week,9:00 AM,5:00 PM,No,,10/29/2024,,Prepared meals,
19035-PART-01,Edward C Mazique Child Care Center : Edward C Mazique Child Care Center,Active,2/5/2025,DC,DC Ward 2,Attn: Edward C Mazique Child Care Center 1719 13th St NW Washington DC 20009,(202) 462-3375,Monday,Every week,12:00 PM,5:00 PM,No,,10/3/2024,Walk up,Pre-bagged or boxed groceries,
19035-PART-01,Edward C Mazique Child Care Center : Edward C Mazique Child Care Center,Active,2/5/2025,DC,DC Ward 2,Attn: Edward C Mazique Child Care Center 1719 13th St NW Washington DC 20009,(202) 462-3375,Tuesday,Every week,12:00 PM,5:00 PM,No,,10/3/2024,Walk up,Prepared meals,
19035-PART-01,Edward C Mazique Child Care Center : Edward C Mazique Child Care Center,Active,2/5/2025,DC,DC Ward 2,Attn: Edward C Mazique Child Care Center 1719 13th St NW Washington DC 20009,(202) 462-3375,Thursday,Every week,12:00 PM,5:00 PM,No,,10/3/2024,Walk up,Pre-bagged or boxed groceries,
19035-PART-01,Edward C Mazique Child Care Center : Edward C Mazique Child Care Center,Active,2/5/2025,DC,DC Ward 2,Attn: Edward C Mazique Child Care Center 1719 13th St NW Washington DC 20009,(202) 462-3375,Friday,Every week,12:00 PM,5:00 PM,No,,10/3/2024,Walk up,Pre-bagged or boxed groceries,
19066-PART-01,Community Multi-Service : Community Multi-Service,Active,2/10/2025,DC,DC Ward 4,Community Multi-Service 6300 9th St NW  Washington DC  DC 20011,(301) 588-9280,Saturday,Every week,9:00 AM,5:00 PM,No,,10/29/2024,,Prepared meals,
19066-PART-01,Community Multi-Service : Community Multi-Service,Active,2/10/2025,DC,DC Ward 4,Community Multi-Service 6300 9th St NW  Washington DC  DC 20011,(301) 588-9280,Sunday,Every week,9:00 AM,5:00 PM,No,,10/29/2024,,Prepared meals,
14030-PART-01,SOME : So Others Might Eat,Active,1/3/2025,DC,DC Ward 5,Attn: SOME 71 O ST NW Washington DC 20002,(202) 235-1472,Tuesday,Every week,9:00 AM,11:00 AM,No,"ID,Income,Zip Code",10/2/2024,Walk up,Loose groceries,
14030-PART-01,SOME : So Others Might Eat,Active,1/3/2025,DC,DC Ward 5,Attn: SOME 71 O ST NW Washington DC 20002,(202) 235-1472,Wednesday,Every week,9:00 AM,11:00 AM,No,"ID,Income,Zip Code",10/2/2024,Walk up,Loose groceries,
14030-PART-01,SOME : So Others Might Eat,Active,1/3/2025,DC,DC Ward 5,Attn: SOME 71 O ST NW Washington DC 20002,(202) 235-1472,Thursday,Every week,9:00 AM,11:00 AM,No,"ID,Income,Zip Code",10/2/2024,Walk up,Loose groceries,
14030-PART-01,SOME : So Others Might Eat,Active,1/3/2025,DC,DC Ward 5,Attn: SOME 71 O ST NW Washington DC 20002,(202) 235-1472,Friday,Every week,9:00 AM,11:00 AM,No,"ID,Income,Zip Code",10/2/2024,Walk up,Loose groceries,
14030-PART-01,SOME : So Others Might Eat,Active,1/3/2025,DC,DC Ward 5,Attn: SOME 71 O ST NW Washington DC 20002,(202) 235-1472,Monday,Every week,12:00 PM,2:00 PM,No,"ID,Income,Zip Code",10/2/2024,Home Delivery,Prepared meals,Not open to public.
22202-PART-01,First SDA Church : First SDA Church,Active,2/11/2025,DC,DC Ward 4,Attn: First S.D.A Church 810 Shepherd ST NW Washington DC 20011,(202) 997-9663,Thursday,Every Other Week,12:00 PM,4:00 PM,No,,9/30/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",
19276-PART-01,Womens Collective : The Women's Collective,Active,2/21/2025,DC,DC Ward 5,Attn: The Womens Collective 1818 New York Ave NE Washington DC 20020,(202) 483-7003,Monday,Every week,9:00 AM,5:00 PM,No,,10/3/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Not open to public.
19276-PART-01,Womens Collective : The Women's Collective,Active,2/21/2025,DC,DC Ward 5,Attn: The Womens Collective 1818 New York Ave NE Washington DC 20020,(202) 483-7003,Tuesday,Every week,9:00 AM,5:00 PM,No,,10/3/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Not open to public.
19276-PART-01,Womens Collective : The Women's Collective,Active,2/21/2025,DC,DC Ward 5,Attn: The Womens Collective 1818 New York Ave NE Washington DC 20020,(202) 483-7003,Thursday,Every week,9:00 AM,5:00 PM,No,,10/3/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Not open to public.
19276-PART-01,Womens Collective : The Women's Collective,Active,2/21/2025,DC,DC Ward 5,Attn: The Womens Collective 1818 New York Ave NE Washington DC 20020,(202) 483-7003,Friday,Every week,9:00 AM,5:00 PM,No,,10/3/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Not open to public.
22877-PART-01,True Ground Housing : True Ground Housing,Active,2/24/2025,VA,VA Arlington County,Attn: True Ground Housing 4318 N Carlin Springs Road Arlington VA 22203,(571) 733-9627,Monday,Every week,10:00 AM,6:00 PM,No,Zip Code,2/5/2025,Walk up,Loose groceries,
22877-PART-01,True Ground Housing : True Ground Housing,Active,2/24/2025,VA,VA Arlington County,Attn: True Ground Housing 4318 N Carlin Springs Road Arlington VA 22203,(571) 733-9627,Tuesday,Every week,10:00 AM,6:00 PM,No,ID,9/4/2024,Walk up,Loose groceries,
22877-PART-01,True Ground Housing : True Ground Housing,Active,2/24/2025,VA,VA Arlington County,Attn: True Ground Housing 4318 N Carlin Springs Road Arlington VA 22203,(571) 733-9627,Wednesday,Every week,8:00 AM,1:00 PM,No,,9/4/2024,Walk up,Loose groceries,
22877-PART-01,True Ground Housing : True Ground Housing,Active,2/24/2025,VA,VA Arlington County,Attn: True Ground Housing 4318 N Carlin Springs Road Arlington VA 22203,(571) 733-9627,Thursday,Every week,10:00 AM,6:00 PM,No,,9/4/2024,Walk up,Loose groceries,
22877-PART-01,True Ground Housing : True Ground Housing,Active,2/24/2025,VA,VA Arlington County,Attn: True Ground Housing 4318 N Carlin Springs Road Arlington VA 22203,(571) 733-9627,Friday,Every week,10:00 AM,1:00 PM,No,ID,9/4/2024,Walk up,Loose groceries,
22877-PART-01,True Ground Housing : True Ground Housing,Active,2/24/2025,VA,VA Arlington County,Attn: True Ground Housing 4318 N Carlin Springs Road Arlington VA 22203,(571) 733-9627,Saturday,Every week,9:00 AM,12:00 PM,No,ID,9/4/2024,Walk up,Loose groceries,
19295-PART-01,Metropolis Club : Metropolis Club,Active,5/14/2024,DC,DC Ward 5,Attn: Metropolis Club 938 Rhode Island Ave NE Washington DC 20018,(301) 793-4236,Tuesday,Every week,10:30 AM,8:00 PM,No,,11/13/2024,Walk up,Loose groceries,
19295-PART-01,Metropolis Club : Metropolis Club,Active,5/14/2024,DC,DC Ward 5,Attn: Metropolis Club 938 Rhode Island Ave NE Washington DC 20018,(301) 793-4236,Wednesday,Every week,10:30 AM,8:00 PM,No,,11/13/2024,Walk up,Loose groceries,
19295-PART-01,Metropolis Club : Metropolis Club,Active,5/14/2024,DC,DC Ward 5,Attn: Metropolis Club 938 Rhode Island Ave NE Washington DC 20018,(301) 793-4236,Thursday,Every week,10:30 AM,8:00 PM,No,,11/13/2024,Walk up,Loose groceries,
19295-PART-01,Metropolis Club : Metropolis Club,Active,5/14/2024,DC,DC Ward 5,Attn: Metropolis Club 938 Rhode Island Ave NE Washington DC 20018,(301) 793-4236,Friday,Every week,10:30 AM,8:00 PM,No,,11/13/2024,Walk up,Loose groceries,
19295-PART-01,Metropolis Club : Metropolis Club,Active,5/14/2024,DC,DC Ward 5,Attn: Metropolis Club 938 Rhode Island Ave NE Washington DC 20018,(301) 793-4236,Saturday,Every week,10:00 AM,8:00 PM,No,,11/13/2024,Walk up,Loose groceries,
19295-PART-01,Metropolis Club : Metropolis Club,Active,5/14/2024,DC,DC Ward 5,Attn: Metropolis Club 938 Rhode Island Ave NE Washington DC 20018,(301) 793-4236,Sunday,,7:00 AM,8:00 PM,No,,11/14/2024,Walk up,Loose groceries,
22183-PART-01,The ARK of DC Foundation : The ARK of DC Foundation,Active,11/16/2024,DC,DC Ward 5,Attn: The ARK of DC Foundation 1818 New York Ave. NE Washington DC 20002,(771) 210-9962,Monday,Every week,9:00 AM,5:00 PM,No,"ID,Zip Code",11/13/2024,,Loose groceries,DC Residents only
22183-PART-01,The ARK of DC Foundation : The ARK of DC Foundation,Active,11/16/2024,DC,DC Ward 5,Attn: The ARK of DC Foundation 1818 New York Ave. NE Washington DC 20002,(771) 210-9962,Tuesday,Every week,9:00 AM,5:00 PM,No,"ID,Zip Code",11/13/2024,,Loose groceries,DC Residents only
22183-PART-01,The ARK of DC Foundation : The ARK of DC Foundation,Active,11/16/2024,DC,DC Ward 5,Attn: The ARK of DC Foundation 1818 New York Ave. NE Washington DC 20002,(771) 210-9962,Thursday,Every week,9:00 AM,5:00 PM,No,"ID,Zip Code",11/13/2024,,Loose groceries,DC Residents only
22183-PART-01,The ARK of DC Foundation : The ARK of DC Foundation,Active,11/16/2024,DC,DC Ward 5,Attn: The ARK of DC Foundation 1818 New York Ave. NE Washington DC 20002,(771) 210-9962,Friday,Every week,9:00 AM,5:00 PM,No,"ID,Zip Code",11/13/2024,,Loose groceries,DC Residents only
21762-PART-01,"Small Things Matter, Inc : Small Things Matter, Inc",Active,2/21/2025,MD,MD Montgomery County,Attn: Takoma Park / Silver Spring Co-op 201 Ethan Allen Avenue Takoma Park MD 20912,(202) 669-8550,,,,,No,,9/30/2024,,,
14085-PART-01,Ward 7 Food Center of Peace Lutheran Church : Ward 7 Food Center of Peace Lutheran Church,Active,2/1/2025,DC,DC Ward 7,Attn:  Food & Clothing Center of Ward 7 (Peace Lutheran Church) 4929 Ames St NE Washington  DC 20019,(301) 367-6983,Tuesday,3rd of the Month,11:00 AM,12:00 PM,Yes,,11/4/2024,Walk up,Loose groceries,Grab n Go
19805-PART-01,Calvary Episcopal Church : Calvary Episcopal Church,Active,1/30/2025,DC,DC Ward 6,Attn: Calvary Episcopal Church 509 I Street NE Washington DC 20002,(858) 405-6276,Saturday,3rd of the Month,10:00 AM,12:00 PM,No,Income,1/31/2025,Walk up,Pre-bagged or boxed groceries,
23013-PART-01,Fairfax Church Resource Center : Fairfax Church Resource Center,Active,2/24/2025,VA,VA Fairfax County,Attn: Fairfax Church Resource Center 11451 Braddock Road Fairfax VA 22030,(703) 745-1030,Sunday,Every week,1:00 PM,2:00 PM,Yes,"ID,Income,Zip Code",8/22/2024,,Pre-bagged or boxed groceries,
23013-PART-01,Fairfax Church Resource Center : Fairfax Church Resource Center,Active,2/24/2025,VA,VA Fairfax County,Attn: Fairfax Church Resource Center 11451 Braddock Road Fairfax VA 22030,(703) 745-1030,Monday,Every week,11:00 AM,3:00 PM,Yes,"ID,Income,Zip Code",8/26/2024,,Pre-bagged or boxed groceries,
23013-PART-01,Fairfax Church Resource Center : Fairfax Church Resource Center,Active,2/24/2025,VA,VA Fairfax County,Attn: Fairfax Church Resource Center 11451 Braddock Road Fairfax VA 22030,(703) 745-1030,Tuesday,Every week,11:30 AM,3:00 PM,Yes,"ID,Income,Zip Code",8/22/2024,,Pre-bagged or boxed groceries,
23013-PART-01,Fairfax Church Resource Center : Fairfax Church Resource Center,Active,2/24/2025,VA,VA Fairfax County,Attn: Fairfax Church Resource Center 11451 Braddock Road Fairfax VA 22030,(703) 745-1030,Wednesday,Every week,11:30 AM,3:00 PM,Yes,"ID,Income,Zip Code",8/22/2024,,Pre-bagged or boxed groceries,
23013-PART-01,Fairfax Church Resource Center : Fairfax Church Resource Center,Active,2/24/2025,VA,VA Fairfax County,Attn: Fairfax Church Resource Center 11451 Braddock Road Fairfax VA 22030,(703) 745-1030,Thursday,Every week,9:00 AM,3:00 PM,Yes,"ID,Income,Zip Code",8/22/2024,,Pre-bagged or boxed groceries,
19752-PART-01,ICNA Relief USA Programs Inc. : ICNA Relief USA Programs Inc.,Active,2/26/2025,VA,VA Fairfax County,Attn: ICNA RELIEF USA PROGRAM INC 2912 WOODLAWN TRAIL ALEXANDRIA VA 22306,(571) 662-0786,Thursday,2nd of the Month,12:30 PM,1:30 PM,No,Zip Code,10/8/2024,Walk up,,location: Near The Jefferson Leesburg Pike Falls Church VA 22044
22052-PART-02,NHT Communities : Monsenor Romero,Active,2/5/2025,DC,DC Ward 1,Attn: NHT Communities - Monsenor Romero 3145 Mt Pleasant St NW Washington DC 20010,(202) 333-8931,Monday,Every week,11:00 AM,4:00 PM,No,,9/30/2024,"Home Delivery,Walk up",Loose groceries,
22052-PART-03,NHT Communities : Villages of East River,Active,2/24/2025,DC,DC Ward 7,Attn: NHT Communities - Villages of East River 305 37th St SE Washington DC 20019,(202) 621-1617,Wednesday,Every week,11:00 AM,4:00 PM,No,,10/15/2024,"Home Delivery,Walk up",Loose groceries,
15990-PART-02,DC Central Kitchen : DC Food Project,Active,11/27/2024,DC,DC Ward 4,Attn: DC Central Kitchen 3600 Calvert St. NW Washington DC 20007,(202) 400-2806,Monday,Every week,7:00 AM,3:00 PM,No,,11/7/2024,,Loose groceries,For students/families only
15990-PART-02,DC Central Kitchen : DC Food Project,Active,11/27/2024,DC,DC Ward 4,Attn: DC Central Kitchen 3600 Calvert St. NW Washington DC 20007,(202) 400-2806,Tuesday,Every week,7:00 AM,3:00 PM,No,,11/6/2024,,Loose groceries,For students/families only
15990-PART-02,DC Central Kitchen : DC Food Project,Active,11/27/2024,DC,DC Ward 4,Attn: DC Central Kitchen 3600 Calvert St. NW Washington DC 20007,(202) 400-2806,Wednesday,Every week,7:00 AM,3:00 PM,No,,11/6/2024,,Loose groceries,For students/families only
15990-PART-02,DC Central Kitchen : DC Food Project,Active,11/27/2024,DC,DC Ward 4,Attn: DC Central Kitchen 3600 Calvert St. NW Washington DC 20007,(202) 400-2806,Thursday,Every week,7:00 AM,3:00 PM,No,,11/6/2024,,Loose groceries,For students/families only
15990-PART-02,DC Central Kitchen : DC Food Project,Active,11/27/2024,DC,DC Ward 4,Attn: DC Central Kitchen 3600 Calvert St. NW Washington DC 20007,(202) 400-2806,Friday,Every week,7:00 AM,3:00 PM,No,,11/6/2024,,Loose groceries,For students/families only
15031-PART-01,The Episcopal Church of Atonement : Atonement Food Pantry,Active,2/25/2025,DC,DC Ward 7,Attn: The Episcopal Church of Atonement 5073 East Capitol Street SE Washington DC 20019,(202) 251-7725,Wednesday,1st of the Month,4:00 PM,7:00 PM,No,,10/16/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",Non-perishables and meat (if availabile)
14410-PART-01,Spanish Catholic Center : Spanish Catholic Center,Active,8/8/2024,DC,DC Ward 1,Attn: Spanish Catholic Center 1618 Monroe St. NW Washington DC 20010,,Monday,Every week,10:00 AM,4:00 PM,No,Zip Code,12/16/2024,Walk up,Loose groceries,
14410-PART-01,Spanish Catholic Center : Spanish Catholic Center,Active,8/8/2024,DC,DC Ward 1,Attn: Spanish Catholic Center 1618 Monroe St. NW Washington DC 20010,,Tuesday,Every week,10:00 AM,4:00 PM,No,Zip Code,12/16/2024,Walk up,Loose groceries,
14410-PART-01,Spanish Catholic Center : Spanish Catholic Center,Active,8/8/2024,DC,DC Ward 1,Attn: Spanish Catholic Center 1618 Monroe St. NW Washington DC 20010,,Thursday,Every week,10:00 AM,4:00 PM,No,Zip Code,12/16/2024,Walk up,Loose groceries,
19745-PART-01,Chrisma Charities : Chrisma Charities,Active,2/25/2025,MD,MD Montgomery County,Attn: Chrisma Charities 12805 Georgia Avenue Silver Spring MD 20906,,,,,,No,,10/7/2024,,,
19745-PART-01,Chrisma Charities : Chrisma Charities,Active,2/25/2025,MD,MD Montgomery County,Attn: Chrisma Charities 12805 Georgia Avenue Silver Spring MD 20906,,Friday,Every week,10:00 AM,2:00 PM,No,,10/7/2024,Walk up,Pre-bagged or boxed groceries,"Hampshire Village	3210 Norbeck Rd. Silver Spring, MD 20906"
23055-PART-01,Woodbridge Church of the Nazarene : Woodbridge Church of the Nazarene,Active,12/11/2024,VA,VA Prince William County,Attn: Woodbridge Church of the Nazarene 14001 Smoketown Road Woodbridge VA 22193,(703) 670-2252,Tuesday,2nd and 4th of the Month,6:30 PM,8:30 PM,No,,8/26/2024,Walk up,Loose groceries,
23030-PART-01,Living Faith Lutheran Church : Living Faith Lutheran Church,Active,2/18/2025,MD,MD Montgomery County,Attn: Living Faith Lutheran Church 1605 Veirs Mill Road Rockville MD 20851,(301) 424-8622,Tuesday,Every Other Week,9:00 AM,Until Food Runs Out,No,,10/10/2024,Walk up,Pre-bagged or boxed groceries,
19846-PART-01,Hope Presbyterian Church : Hope Presbyterian Church,Active,2/6/2025,MD,MD Prince George's County,Attn: Hope Presbyterian Church 1100 Enterprise Road Mitchellville MD 20721,(240) 678-7667,Tuesday,Every week,12:00 PM,1:30 PM,No,,9/23/2024,,,Come around church to rear
19846-PART-01,Hope Presbyterian Church : Hope Presbyterian Church,Active,2/6/2025,MD,MD Prince George's County,Attn: Hope Presbyterian Church 1100 Enterprise Road Mitchellville MD 20721,(240) 678-7667,Thursday,Every week,12:00 PM,1:30 PM,No,,9/23/2024,,,Come around church to rear
16050-PART-01,Fort Washington Food Pantry : Fort Washington Food Pantry,Active,2/26/2025,MD,MD Prince George's County,Attn: Fort Washington Food Pantry 9801 Livingston Road Fort Washington MD 20744,(202) 679-8898,Saturday,Every week,9:00 AM,11:00 AM,No,Zip Code,10/3/2024,,,"You must live in one of the following zp codes 20607, 20616, 20640, 20735, 20744, 20745, and 20748"
16050-PART-01,Fort Washington Food Pantry : Fort Washington Food Pantry,Active,2/26/2025,MD,MD Prince George's County,Attn: Fort Washington Food Pantry 9801 Livingston Road Fort Washington MD 20744,(202) 679-8898,Wednesday,2nd of the Month,10:30 AM,11:30 AM,No,,10/3/2024,,,Produce is offered on the 2nd Wednesday of the month with a drive thru distribution.
16960-PART-01,Southern Friendship Missionary Baptist Church : Southern Friendship Missionary Baptist Church,Active,12/3/2024,MD,MD Prince George's County,Attn: Southern Friendship Missionary Baptist Church 4444 Branch Avenue Temple Hills MD 20748,(301) 523-6090,Tuesday,1st and 3rd of the Month,9:00 AM,1:00 PM,No,,9/23/2024,,,
19402-PART-01,St. Stephen's United Methodist Church : St. Stephen's UMC,Active,2/11/2025,VA,VA Fairfax County,Attn: St. Stephen's UMC 9203 Braddock Rd  Burke  VA 22015,(703) 978-8724,Friday,1st of the Month,4:00 PM,6:00 PM,No,Zip Code,10/17/2024,,,Distribution of fresh vegetables sorted and packaged into family offerings
19402-PART-01,St. Stephen's United Methodist Church : St. Stephen's UMC,Active,2/11/2025,VA,VA Fairfax County,Attn: St. Stephen's UMC 9203 Braddock Rd  Burke  VA 22015,(703) 978-8724,As Needed,As Needed,9:00 AM,4:00 PM,No,Zip Code,10/17/2024,,,Emergency food - grocery bag provided on request at church office
19594-PART-01,Oxon Hill Church of Christ : Oxon Hill Church of Christ,Active,2/15/2025,MD,MD Prince George's County,Attn: Oxon Hill Church of Christ 4201 Brinkley Road Temple Hills MD 20748,(301) 875-9322,Wednesday,4th of the Month,9:00 AM,11:00 AM,Yes,,9/23/2024,"Drive thru,Home Delivery",Pre-bagged or boxed groceries,
22053-PART-01,Walker Memorial Baptist Church : Walker Memorial Baptist Church,Active,2/12/2025,DC,DC Ward 1,Attn: Walker Memorial Baptist Church 2020 13th St. NW Washington DC 20009,(202) 232-1120,Wednesday,1st of the Month,11:00 AM,2:00 PM,No,,12/16/2024,Walk up,Pre-bagged or boxed groceries,"Food Pantry will be closed on Jan. 1, 2025"
19477-PART-01,Maryland Umbrella Group : Maryland Umbrella Group,Active,2/26/2025,MD,MD Prince George's County,Attn: Maryland Umbrella Group 408 Addison Road South Seat Pleasant MD 20743,(301) 219-6650,Saturday,1st and 3rd of the Month,9:00 AM,12:00 PM,No,"ID,Income,Zip Code",10/25/2024,,,Our food distribution is in conjunction with our diaper registration.  You must pre-register for diapers to receive food.
19627-PART-01,Yad Yehuda of Greater Washington : Yad Yehuda of Greater Washington,Active,1/8/2025,MD,MD Montgomery County,Attn: Yad Yehuda of Greater Washington 9601 Colesville Rd Silver Spring MD 20902,(301) 842-7135,Tuesday,Every week,7:00 AM,10:00 AM,Yes,Zip Code,9/23/2024,,,
19627-PART-01,Yad Yehuda of Greater Washington : Yad Yehuda of Greater Washington,Active,1/8/2025,MD,MD Montgomery County,Attn: Yad Yehuda of Greater Washington 9601 Colesville Rd Silver Spring MD 20902,(301) 842-7135,Wednesday,Every week,7:00 AM,10:00 PM,Yes,Zip Code,9/23/2024,,,
